id,date,amount,type,description,merchant,account,category,parent,confidence
507,2025-12-15,-14.36,EFTPOS DEBIT,V8213 15/12 LUNE CROISSANTERIE FITZROY 48723429055,Lune Croissanterie,512847391,Bakery,Groceries,1.0
508,2025-12-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 68514264861,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
509,2025-12-15,-27.81,EFTPOS DEBIT,V8213 15/12 LUNE CROISSANTERIE FITZROY 54550851331,Lune Croissanterie,512847391,Bakery,Groceries,0.9
510,2025-12-14,-66.12,EFTPOS DEBIT,V8213 14/12 COTTON ON CHADSTONE 18856948854,Cotton On,512847391,Clothing,Shopping,1.0
511,2025-12-14,-67.75,EFTPOS DEBIT,V8213 14/12 SHELL COLES EXPRESS HAWTHORN 33843234347,Shell Coles Express,512847391,Fuel,Car,1.0
512,2025-12-14,-50.95,EFTPOS DEBIT,V8213 14/12 BARBER LANE WINDSOR 30327298847,Barber Lane,512847391,Haircuts,Personal Care,0.88
513,2025-12-14,-65.03,EFTPOS DEBIT,V8213 14/12 UNIQLO AUSTRALIA MELBOURNE 38032640716,Uniqlo Australia,512847391,Clothing,Shopping,1.0
514,2025-12-14,-122.25,EFTPOS DEBIT,V8213 14/12 COLES SUPERMARKET MALVERN EAST 26646267800,Coles Supermarket,512847391,Supermarket,Groceries,1.0
515,2025-12-13,-126.56,EFTPOS DEBIT,V8213 13/12 OFFICEWORKS SOUTH MELBOURNE 89466677685,Officeworks,512847391,Office Supplies,Shopping,0.94
516,2025-12-13,-117.84,MISCELLANEOUS DEBIT,V8213 13/12 THE ICONIC SYDNEY 91599129846,The Iconic,512847391,Clothing,Shopping,1.0
517,2025-12-13,-63.68,EFTPOS DEBIT,V8213 13/12 ALDI STORES OAKLEIGH 72462315162,Aldi Stores,512847391,Supermarket,Groceries,0.93
518,2025-12-13,-66.96,EFTPOS DEBIT,V8213 13/12 PETSTOCK MOORABBIN 92309616399,Petstock,512847391,Pet Supplies,Pets,1.0
519,2025-12-13,-102.73,EFTPOS DEBIT,V8213 13/12 BP CONNECT CHADSTONE 55589461095,Bp Connect,512847391,Fuel,Car,0.97
520,2025-12-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 90481365008,Prime Primevideo,512847391,Streaming,Subscriptions,0.89
521,2025-12-12,-22.62,EFTPOS DEBIT,V8213 12/12 PTV MYKI TOPUP MELBOURNE 98811105374,Ptv Myki Topup,512847391,Public Transport,Transport,0.96
522,2025-12-12,-89.08,EFTPOS DEBIT,V8213 12/12 SHELL COLES EXPRESS HAWTHORN 48538463382,Shell Coles Express,512847391,Fuel,Car,1.0
523,2025-12-12,-129.72,EFTPOS DEBIT,V8213 12/12 PETSTOCK MOORABBIN 41698447074,Petstock,512847391,Pet Supplies,Pets,0.87
524,2025-12-12,-96.49,EFTPOS DEBIT,V8213 12/12 AMPOL FOODARY CLAYTON 26489452665,Ampol Foodary,512847391,Fuel,Car,1.0
525,2025-12-11,-34.36,MISCELLANEOUS DEBIT,V8213 11/12 DIDI MOBILITY MELBOURNE 17354416770,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
526,2025-12-11,-32.55,EFTPOS DEBIT,V8213 11/12 HOYTS CINEMAS CHADSTONE 49222180570,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
527,2025-12-10,-181.9,EFTPOS DEBIT,V8213 10/12 TONKA RESTAURANT MELBOURNE 98140883935,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
528,2025-12-10,-92.88,MISCELLANEOUS DEBIT,V8213 10/12 THE ICONIC SYDNEY 49145836266,The Iconic,512847391,Clothing,Shopping,1.0
529,2025-12-10,-31.85,EFTPOS DEBIT,V8213 10/12 COTTON ON CHADSTONE 21894868255,Cotton On,512847391,Clothing,Shopping,1.0
530,2025-12-09,-92.15,AUTOMATIC DRAWING,AGL SALES 65689499847,Agl Sales,512847391,Gas,Utilities,1.0
531,2025-12-09,-30.76,EFTPOS DEBIT,V8213 09/12 CHEMIST WAREHOUSE OAKLEIGH 26004692731,Chemist Warehouse,512847391,Medicine,Health,1.0
532,2025-12-09,-59.45,EFTPOS DEBIT,V8213 09/12 READINGS BOOKS CARLTON 18317706669,Readings Books,512847391,Books,Entertainment,1.0
533,2025-12-07,-224.19,EFTPOS DEBIT,V8213 07/12 TONKA RESTAURANT MELBOURNE 79272144108,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
534,2025-12-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 27598854863,Spotify Australia,512847391,Music,Subscriptions,1.0
535,2025-12-06,-24.74,EFTPOS DEBIT,V8213 06/12 PRICELINE PHARMACY CARNEGIE 10536043852,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,0.88
536,2025-12-05,-500.0,TRANSFER DEBIT,Internet Transfer To J SACHS OFFSET 52142899223,,512847391,Internal Transfers,Transfers,1.0
537,2025-12-05,-43.27,EFTPOS DEBIT,V8213 05/12 PRICELINE PHARMACY CARNEGIE 57209517863,Priceline Pharmacy,512847391,Grooming & Cosmetics,Personal Care,1.0
538,2025-12-05,-5.21,EFTPOS DEBIT,V8213 05/12 COKE VENDING MACHINE MELBOURNE 54494447180,Coke Vending Machine,512847391,Snacks & Drinks,Dining,0.93
539,2025-12-05,-41.44,MISCELLANEOUS DEBIT,V8213 05/12 MENULOG SYDNEY 13047683589,Menulog,512847391,Food Delivery,Dining,1.0
540,2025-12-05,-30.86,EFTPOS DEBIT,V8213 05/12 COTTON ON CHADSTONE 78198836954,Cotton On,512847391,Clothing,Shopping,1.0
541,2025-12-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 26188742350,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
542,2025-12-04,-73.9,EFTPOS DEBIT,V8213 04/12 BUNNINGS WAREHOUSE PORT MELBOURNE 23686681448,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
543,2025-12-04,-49.21,EFTPOS DEBIT,V8213 04/12 CHEMIST WAREHOUSE OAKLEIGH 68886802126,Chemist Warehouse,512847391,Medicine,Health,1.0
544,2025-12-03,-10.08,EFTPOS DEBIT,V8213 03/12 NIGHT OWL CONVENIENCE ELSTERNWICK 57026039678,Night Owl Convenience,512847391,Convenience Store,Groceries,1.0
545,2025-12-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 41322314808,Netflix.com,512847391,Streaming,Subscriptions,1.0
546,2025-12-03,-117.92,EFTPOS DEBIT,V8213 03/12 UNIQLO AUSTRALIA MELBOURNE 33464682330,Uniqlo Australia,512847391,Clothing,Shopping,1.0
547,2025-12-02,-40.58,EFTPOS DEBIT,V8213 02/12 ALDI STORES OAKLEIGH 32114627386,Aldi Stores,512847391,Supermarket,Groceries,1.0
548,2025-12-02,-186.71,AUTOMATIC DRAWING,MEDIBANK PRIVATE 33289199845,Medibank Private,512847391,Health Insurance,Insurance,1.0
549,2025-12-01,-2309.82,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 90375263827,Real Estate Trust Acct,512847391,Rent,Housing,0.96
550,2025-12-01,-1.85,FEES,INTERNATIONAL TRANSACTION FEE,,512847391,Foreign Transaction Fees,Fees,1.0
551,2025-11-30,-160.44,EFTPOS DEBIT,V8213 30/11 TONKA RESTAURANT MELBOURNE 46189913615,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
552,2025-11-30,-35.21,EFTPOS DEBIT,V8213 30/11 WILSON PARKING MELBOURNE 18914416644,Wilson Parking,512847391,Parking,Car,1.0
553,2025-11-30,-122.8,MISCELLANEOUS DEBIT,V8213 30/11 THE ICONIC SYDNEY 33604956506,The Iconic,512847391,Clothing,Shopping,1.0
554,2025-11-30,-4.04,EFTPOS DEBIT,V8213 30/11 THE GRINDER CAFE PRAHRAN 48105960864,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
555,2025-11-29,-15.18,MISCELLANEOUS DEBIT,V8213 29/11 DIDI MOBILITY MELBOURNE 97482794879,Didi Mobility,512847391,Taxis & Rideshare,Transport,1.0
556,2025-11-29,-55.25,MISCELLANEOUS DEBIT,V8213 29/11 UBER *TRIP SYDNEY 58304667728,Uber,512847391,Taxis & Rideshare,Transport,1.0
557,2025-11-29,-5.7,EFTPOS DEBIT,V8213 29/11 COKE VENDING MACHINE MELBOURNE 42276969074,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
558,2025-11-29,-36.56,EFTPOS DEBIT,V8213 29/11 BWS LIQUOR CAULFIELD 46578717777,Bws Liquor,512847391,Liquor Store,Groceries,1.0
559,2025-11-29,-75.41,MISCELLANEOUS DEBIT,V8213 29/11 THE ICONIC SYDNEY 99526796240,The Iconic,512847391,Clothing,Shopping,1.0
560,2025-11-28,-156.02,EFTPOS DEBIT,V8213 28/11 CHIN CHIN MELBOURNE 22370347172,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
561,2025-11-27,-322.03,EFTPOS DEBIT,V8213 27/11 LORT SMITH VET NORTH MELBOURNE 27468137302,Lort Smith Vet,512847391,Vet,Pets,1.0
562,2025-11-26,-38.41,EFTPOS DEBIT,V8213 26/11 ALDI STORES OAKLEIGH 93513003419,,512847391,Supermarket,Groceries,1.0
563,2025-11-25,-13.59,EFTPOS DEBIT,V8213 25/11 IGA XPRESS MURRUMBEENA 34654996989,Iga Xpress,512847391,Convenience Store,Groceries,1.0
564,2025-11-24,-147.92,AUTOMATIC DRAWING,ORIGIN ENERGY 64456119501,Origin Energy,512847391,Electricity,Utilities,1.0
565,2025-11-22,-9.76,EFTPOS DEBIT,V8213 22/11 PATRICIA COFFEE MELBOURNE 44519583404,,512847391,Cafe & Coffee,Dining,1.0
566,2025-11-22,-23.46,EFTPOS DEBIT,V8213 22/11 OFFICEWORKS SOUTH MELBOURNE 42961759696,Officeworks,512847391,Office Supplies,Shopping,1.0
567,2025-11-22,-12.3,EFTPOS DEBIT,V8213 22/11 THE GRINDER CAFE PRAHRAN 12248754405,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
568,2025-11-22,-112.22,EFTPOS DEBIT,V8213 22/11 DAN MURPHYS GLEN IRIS 94440272097,Dan Murphys,512847391,Liquor Store,Groceries,1.0
569,2025-11-22,-50.0,ATM DEBIT,ATM WDL CBD MELBOURNE 47527246842,,512847391,Cash Withdrawal,Cash,1.0
570,2025-11-22,-42.53,EFTPOS DEBIT,V8213 22/11 CHEMIST WAREHOUSE OAKLEIGH 31670109337,,512847391,Medicine,Health,1.0
571,2025-11-21,-1000.0,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 24616159507,,512847391,Internal Transfers,Transfers,1.0
572,2025-11-21,-55.1,EFTPOS DEBIT,V8213 21/11 AMPOL FOODARY CLAYTON 33209773358,Ampol Foodary,512847391,Fuel,Car,1.0
573,2025-11-21,-82.31,EFTPOS DEBIT,V8213 21/11 BP CONNECT CHADSTONE 56945145361,Bp Connect,512847391,Fuel,Car,1.0
574,2025-11-21,-5.14,EFTPOS DEBIT,V8213 21/11 KOORNANG RD MILK BAR CARNEGIE 44315109640,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
575,2025-11-21,-22.16,EFTPOS DEBIT,V8213 21/11 LUNE CROISSANTERIE FITZROY 76746005097,Lune Croissanterie,512847391,Bakery,Groceries,1.0
576,2025-11-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 39769858021,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
577,2025-11-20,-444.43,AUTOMATIC DRAWING,RACV INSURANCE 95663706258,Racv Insurance,512847391,Car Insurance,Car,1.0
578,2025-11-20,-119.91,EFTPOS DEBIT,V8213 20/11 OFFICEWORKS SOUTH MELBOURNE 63125315820,Officeworks,512847391,Office Supplies,Shopping,0.91
579,2025-11-20,-12.29,EFTPOS DEBIT,V8213 20/11 THE GRINDER CAFE PRAHRAN 48446422110,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
580,2025-11-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 78054212512,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
581,2025-11-18,-15.76,EFTPOS DEBIT,V8213 18/11 WILSON PARKING MELBOURNE 49829663002,Wilson Parking,512847391,Parking,Car,1.0
582,2025-11-18,-172.65,EFTPOS DEBIT,V8213 18/11 CHIN CHIN MELBOURNE 12834133984,,512847391,Restaurants & Takeaway,Dining,1.0
583,2025-11-18,-74.17,MISCELLANEOUS DEBIT,V8213 18/11 THE ICONIC SYDNEY 84273520873,The Iconic,512847391,Clothing,Shopping,1.0
584,2025-11-18,-49.84,EFTPOS DEBIT,V8213 18/11 COTTON ON CHADSTONE 76429406924,Cotton On,512847391,Clothing,Shopping,1.0
585,2025-11-17,-13.79,EFTPOS DEBIT,V8213 17/11 NIGHT OWL CONVENIENCE ELSTERNWICK 77048979225,,512847391,Convenience Store,Groceries,1.0
586,2025-11-17,-155.58,EFTPOS DEBIT,V8213 17/11 TONKA RESTAURANT MELBOURNE 22821782966,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,0.97
587,2025-11-16,-70.96,EFTPOS DEBIT,V8213 16/11 COTTON ON CHADSTONE 57076641146,Cotton On,512847391,Clothing,Shopping,1.0
588,2025-11-16,-14.3,EFTPOS DEBIT,V8213 16/11 CHEMIST WAREHOUSE OAKLEIGH 97877239527,Chemist Warehouse,512847391,Medicine,Health,1.0
589,2025-11-15,-81.63,EFTPOS DEBIT,V8213 15/11 PETSTOCK MOORABBIN 42682371564,Petstock,512847391,Pet Supplies,Pets,1.0
590,2025-11-15,-127.66,EFTPOS DEBIT,V8213 15/11 UNIQLO AUSTRALIA MELBOURNE 40833783758,Uniqlo Australia,512847391,Clothing,Shopping,1.0
591,2025-11-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 88190359637,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,1.0
592,2025-11-14,-64.78,EFTPOS DEBIT,V8213 14/11 ALDI STORES OAKLEIGH 95753556141,Aldi Stores,512847391,Supermarket,Groceries,1.0
593,2025-11-12,-50.42,EFTPOS DEBIT,V8213 12/11 HOYTS CINEMAS CHADSTONE 76896747701,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
594,2025-11-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 16961543108,Prime Primevideo,512847391,Streaming,Subscriptions,0.96
595,2025-11-11,-147.99,EFTPOS DEBIT,V8213 11/11 CHIN CHIN MELBOURNE 36302036364,,512847391,Restaurants & Takeaway,Dining,1.0
596,2025-11-11,-65.11,MISCELLANEOUS DEBIT,V8213 11/11 THE ICONIC SYDNEY 75173220913,The Iconic,512847391,Clothing,Shopping,0.99
597,2025-11-10,-7.23,EFTPOS DEBIT,V8213 10/11 KOORNANG RD MILK BAR CARNEGIE 68708951123,Koornang Rd Milk Bar,512847391,Snacks & Drinks,Dining,1.0
598,2025-11-10,-142.11,EFTPOS DEBIT,V8213 10/11 WOOLWORTHS 1234 CARNEGIE 92582974957,Woolworths,512847391,Supermarket,Groceries,1.0
599,2025-11-10,-90.78,EFTPOS DEBIT,V8213 10/11 BP CONNECT CHADSTONE 19804328290,,512847391,Fuel,Car,0.91
600,2025-11-09,-92.15,AUTOMATIC DRAWING,AGL SALES 88015552326,Agl Sales,512847391,Gas,Utilities,1.0
601,2025-11-08,-14.72,EFTPOS DEBIT,V8213 08/11 IGA XPRESS MURRUMBEENA 44355414733,Iga Xpress,512847391,Convenience Store,Groceries,1.0
602,2025-11-08,-14.64,EFTPOS DEBIT,V8213 08/11 CHEMIST WAREHOUSE OAKLEIGH 97630818468,Chemist Warehouse,512847391,Medicine,Health,0.95
603,2025-11-08,-4.99,EFTPOS DEBIT,V8213 08/11 KOORNANG RD MILK BAR CARNEGIE 18868632235,,512847391,Snacks & Drinks,Dining,1.0
604,2025-11-08,-1285.0,EFTPOS DEBIT,V8213 08/11 ULTRA TUNE SERVICE MOORABBIN 85250118014,Ultra Tune Service,512847391,Servicing,Car,1.0
605,2025-11-08,-124.65,EFTPOS DEBIT,V8213 08/11 UNIQLO AUSTRALIA MELBOURNE 97961312173,Uniqlo Australia,512847391,Clothing,Shopping,1.0
606,2025-11-07,-223.5,EFTPOS DEBIT,V8213 07/11 JB HI-FI CHADSTONE 96258255804,Jb Hi-fi,512847391,Electronics,Shopping,1.0
607,2025-11-07,-13.99,AUTOMATIC DRAWING,SPOTIFY AUSTRALIA 80541967562,Spotify Australia,512847391,Music,Subscriptions,0.9
608,2025-11-07,-23.44,EFTPOS DEBIT,V8213 07/11 COLES SUPERMARKET MALVERN EAST 91564532244,,512847391,Supermarket,Groceries,1.0
609,2025-11-06,-40.96,MISCELLANEOUS DEBIT,V8213 06/11 MENULOG SYDNEY 45735814950,,512847391,Food Delivery,Dining,1.0
610,2025-11-06,-165.61,EFTPOS DEBIT,V8213 06/11 MALVERN MEDICAL CTR MALVERN 60322449658,,512847391,Doctor,Health,1.0
611,2025-11-06,-500.0,TRANSFER DEBIT,Internet Transfer To J SACHS OFFSET 83974917438,,512847391,Internal Transfers,Transfers,1.0
612,2025-11-06,-132.94,EFTPOS DEBIT,V8213 06/11 COLES SUPERMARKET MALVERN EAST 85686799734,,512847391,Supermarket,Groceries,1.0
613,2025-11-05,-24.95,AUTOMATIC DRAWING,GOODLIFE HEALTH CLUBS 62949061005,Goodlife Health Clubs,512847391,Gym,Fitness,1.0
614,2025-11-05,-63.61,MISCELLANEOUS DEBIT,V8213 05/11 MENULOG SYDNEY 33708899542,Menulog,512847391,Food Delivery,Dining,1.0
615,2025-11-04,-540.81,EFTPOS DEBIT,V8213 04/11 JB HI-FI CHADSTONE 26462190932,Jb Hi-fi,512847391,Electronics,Shopping,1.0
616,2025-11-04,-271.22,EFTPOS DEBIT,V8213 04/11 JB HI-FI CHADSTONE 89291312770,,512847391,Electronics,Shopping,0.53
617,2025-11-04,-56.02,EFTPOS DEBIT,V8213 04/11 HOYTS CINEMAS CHADSTONE 44124653214,Hoyts Cinemas,512847391,Cinema,Entertainment,1.0
618,2025-11-04,-212.29,EFTPOS DEBIT,V8213 04/11 TONKA RESTAURANT MELBOURNE 69914439343,Tonka Restaurant,512847391,Restaurants & Takeaway,Dining,1.0
619,2025-11-03,-25.99,AUTOMATIC DRAWING,NETFLIX.COM 59124626420,Netflix.com,512847391,Streaming,Subscriptions,1.0
620,2025-11-03,-89.61,EFTPOS DEBIT,V8213 03/11 ALDI STORES OAKLEIGH 48420382786,Aldi Stores,512847391,Supermarket,Groceries,1.0
621,2025-11-03,-40.11,EFTPOS DEBIT,V8213 03/11 BARBER LANE WINDSOR 48588727693,,512847391,Haircuts,Personal Care,0.89
622,2025-11-02,-8.61,EFTPOS DEBIT,V8213 02/11 THE GRINDER CAFE PRAHRAN 25931276117,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
623,2025-11-02,-190.0,AUTOMATIC DRAWING,MEDIBANK PRIVATE 22411793239,Medibank Private,512847391,Health Insurance,Insurance,1.0
624,2025-11-02,-67.68,EFTPOS DEBIT,V8213 02/11 CHIN CHIN MELBOURNE 78016533593,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
625,2025-11-01,-2352.52,AUTOMATIC DRAWING,REAL ESTATE TRUST ACCT 60292054029,Real Estate Trust Acct,512847391,Rent,Housing,1.0
626,2025-11-01,-2.5,FEES,ATM OPERATOR FEE,,512847391,ATM Fees,Fees,1.0
627,2025-10-31,-5.87,EFTPOS DEBIT,V8213 31/10 COKE VENDING MACHINE MELBOURNE 24438236024,Coke Vending Machine,512847391,Snacks & Drinks,Dining,1.0
628,2025-10-31,-200.0,TRANSFER DEBIT,Internet Transfer To SAVINGS ACCT 66525272409,,512847391,Internal Transfers,Transfers,1.0
629,2025-10-30,-32.4,EFTPOS DEBIT,V8213 30/10 WILSON PARKING MELBOURNE 96292633030,Wilson Parking,512847391,Parking,Car,1.0
630,2025-10-29,-54.61,EFTPOS DEBIT,V8213 29/10 READINGS BOOKS CARLTON 36560606001,Readings Books,512847391,Books,Entertainment,1.0
631,2025-10-28,-86.88,EFTPOS DEBIT,V8213 28/10 BUNNINGS WAREHOUSE PORT MELBOURNE 57801468402,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,0.9
632,2025-10-28,-32.72,EFTPOS DEBIT,V8213 28/10 BUNNINGS WAREHOUSE PORT MELBOURNE 29449934454,Bunnings Warehouse,512847391,Hardware & DIY,Shopping,1.0
633,2025-10-28,-10.79,EFTPOS DEBIT,V8213 28/10 SEVEN SEEDS COFFEE CARLTON 65606267700,,512847391,Cafe & Coffee,Dining,0.97
634,2025-10-28,-17.1,EFTPOS DEBIT,V8213 28/10 THE GRINDER CAFE PRAHRAN 30250133241,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
635,2025-10-27,-38.81,EFTPOS DEBIT,V8213 27/10 READINGS BOOKS CARLTON 60713787271,Readings Books,512847391,Books,Entertainment,1.0
636,2025-10-27,-75.49,EFTPOS DEBIT,V8213 27/10 SHELL COLES EXPRESS HAWTHORN 17014018623,Shell Coles Express,512847391,Fuel,Car,0.93
637,2025-10-26,-56.98,EFTPOS DEBIT,V8213 26/10 READINGS BOOKS CARLTON 57515048329,Readings Books,512847391,Books,Entertainment,1.0
638,2025-10-25,-208.73,MISCELLANEOUS DEBIT,V8213 25/10 THE ICONIC SYDNEY 56064443447,The Iconic,512847391,Clothing,Shopping,1.0
639,2025-10-25,-65.4,EFTPOS DEBIT,V8213 25/10 BWS LIQUOR CAULFIELD 52538425536,Bws Liquor,512847391,Liquor Store,Groceries,0.87
640,2025-10-24,-46.18,EFTPOS DEBIT,V8213 24/10 DAN MURPHYS GLEN IRIS 21212314789,Dan Murphys,512847391,Liquor Store,Groceries,1.0
641,2025-10-24,-147.2,AUTOMATIC DRAWING,ORIGIN ENERGY 64848805070,Origin Energy,512847391,Electricity,Utilities,1.0
642,2025-10-24,-90.1,EFTPOS DEBIT,V8213 24/10 OFFICEWORKS SOUTH MELBOURNE 81983722152,Officeworks,512847391,Office Supplies,Shopping,1.0
643,2025-10-23,-7.53,EFTPOS DEBIT,V8213 23/10 IGA XPRESS MURRUMBEENA 19192776181,Iga Xpress,512847391,Convenience Store,Groceries,1.0
644,2025-10-23,-51.94,EFTPOS DEBIT,V8213 23/10 CHEMIST WAREHOUSE OAKLEIGH 83719998280,Chemist Warehouse,512847391,Medicine,Health,1.0
645,2025-10-23,-55.92,EFTPOS DEBIT,V8213 23/10 HOYTS CINEMAS CHADSTONE 48734392789,,512847391,Cinema,Entertainment,1.0
646,2025-10-22,-61.34,MISCELLANEOUS DEBIT,V8213 22/10 MENULOG SYDNEY 18704565258,Menulog,512847391,Food Delivery,Dining,1.0
647,2025-10-22,-102.0,EFTPOS DEBIT,V8213 22/10 JB HI-FI CHADSTONE 45427150996,Jb Hi-fi,512847391,Electronics,Shopping,1.0
648,2025-10-21,-29.99,AUTOMATIC DRAWING,ADOBE CREATIVE CLOUD 97246474864,Adobe Creative Cloud,512847391,Software & Apps,Subscriptions,1.0
649,2025-10-21,-97.16,EFTPOS DEBIT,V8213 21/10 CHIN CHIN MELBOURNE 67243959502,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
650,2025-10-21,-50.0,ATM DEBIT,ATM WDL CBD MELBOURNE 39529754328,,512847391,Cash Withdrawal,Cash,1.0
651,2025-10-21,-17.12,EFTPOS DEBIT,V8213 21/10 NIGHT OWL CONVENIENCE ELSTERNWICK 24939044065,,512847391,Convenience Store,Groceries,1.0
652,2025-10-21,-192.2,EFTPOS DEBIT,V8213 21/10 JB HI-FI CHADSTONE 92054255807,,512847391,Electronics,Shopping,1.0
653,2025-10-21,-39.47,EFTPOS DEBIT,V8213 21/10 PRICELINE PHARMACY CARNEGIE 78871445601,,512847391,Grooming & Cosmetics,Personal Care,1.0
654,2025-10-19,-81.59,EFTPOS DEBIT,V8213 19/10 COTTON ON CHADSTONE 91919645948,Cotton On,512847391,Clothing,Shopping,1.0
655,2025-10-19,-200.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 36830047637,,512847391,External Transfers,Transfers,1.0
656,2025-10-19,-65.37,EFTPOS DEBIT,V8213 19/10 SHELL COLES EXPRESS HAWTHORN 12839235116,Shell Coles Express,512847391,Fuel,Car,1.0
657,2025-10-18,-114.05,EFTPOS DEBIT,V8213 18/10 BP CONNECT CHADSTONE 49815346196,Bp Connect,512847391,Fuel,Car,1.0
658,2025-10-18,-56.34,EFTPOS DEBIT,V8213 18/10 KMART CHADSTONE 67699774402,Kmart,512847391,Department & General,Shopping,1.0
659,2025-10-18,-65.0,AUTOMATIC DRAWING,TELSTRA CORPORATION 39043810344,Telstra Corporation,512847391,Mobile Phone,Utilities,1.0
660,2025-10-17,-59.54,EFTPOS DEBIT,V8213 17/10 BWS LIQUOR CAULFIELD 74071162849,Bws Liquor,512847391,Liquor Store,Groceries,1.0
661,2025-10-17,-400.0,TRANSFER DEBIT,Internet Transfer To K MITCHELL 88880814465,,512847391,External Transfers,Transfers,0.96
662,2025-10-17,-100.32,EFTPOS DEBIT,V8213 17/10 WOOLWORTHS 1234 CARNEGIE 93537646359,Woolworths,512847391,Supermarket,Groceries,1.0
663,2025-10-15,-29.3,EFTPOS DEBIT,V8213 15/10 WILSON PARKING MELBOURNE 10597370613,Wilson Parking,512847391,Parking,Car,1.0
664,2025-10-15,-32.5,AUTOMATIC DRAWING,ANTHROPIC CLAUDE.AI 81079327088,Anthropic Claude.ai,512847391,AI Tools,Subscriptions,0.77
665,2025-10-14,-31.32,EFTPOS DEBIT,V8213 14/10 COTTON ON CHADSTONE 41063409457,Cotton On,512847391,Clothing,Shopping,1.0
666,2025-10-14,-119.0,AUTOMATIC DRAWING,SOUTH EAST WATER 54185144386,South East Water,512847391,Water,Utilities,1.0
667,2025-10-13,-250.0,TRANSFER DEBIT,Internet Transfer To RENT SHARE 46143255679,,512847391,External Transfers,Transfers,1.0
668,2025-10-12,-200.0,ATM DEBIT,ATM WDL PRAHRAN 75561493679,,512847391,Cash Withdrawal,Cash,1.0
669,2025-10-12,-164.46,EFTPOS DEBIT,V8213 12/10 CHIN CHIN MELBOURNE 87795176746,Chin Chin,512847391,Restaurants & Takeaway,Dining,1.0
670,2025-10-12,-568.77,EFTPOS DEBIT,V8213 12/10 JB HI-FI CHADSTONE 49846330955,Jb Hi-fi,512847391,Electronics,Shopping,1.0
671,2025-10-12,-20.7,EFTPOS DEBIT,V8213 12/10 WILSON PARKING MELBOURNE 79753647469,Wilson Parking,512847391,Parking,Car,1.0
672,2025-10-12,-32.56,EFTPOS DEBIT,V8213 12/10 HOYTS CINEMAS CHADSTONE 80366540276,Hoyts Cinemas,512847391,Cinema,Entertainment,0.94
673,2025-10-12,-23.26,EFTPOS DEBIT,V8213 12/10 READINGS BOOKS CARLTON 55211027035,Readings Books,512847391,Books,Entertainment,0.46
674,2025-10-12,-9.99,AUTOMATIC DRAWING,PRIME VIDE* PRIMEVIDEO 30257823568,Prime Primevideo,512847391,Streaming,Subscriptions,1.0
675,2025-10-12,-123.95,EFTPOS DEBIT,V8213 12/10 COLES SUPERMARKET MALVERN EAST 57831409498,Coles Supermarket,512847391,Supermarket,Groceries,1.0
676,2025-10-11,-8.64,EFTPOS DEBIT,V8213 11/10 THE GRINDER CAFE PRAHRAN 36580535487,The Grinder Cafe,512847391,Cafe & Coffee,Dining,1.0
677,2025-10-11,-5.07,EFTPOS DEBIT,V8213 11/10 COKE VENDING MACHINE MELBOURNE 94853948257,Coke Vending Machine,512847391,Snacks & Drinks,Dining,0.51
